"City/Town/County","State","Lat","Long","Population","deaths","cases"
"Calhoun","Iowa",42.38521079,-94.64046046,9668,26,3072
"Carroll","Iowa",42.03617207,-94.86032705,20165,84,5680
"Cass","Iowa",41.33149454,-94.92792482,12836,88,3333
"Cedar","Iowa",41.77233777,-91.13246684,18627,49,5035
"Cerro Gordo","Iowa",43.08177563,-93.2612239,42450,181,12769
"Cherokee","Iowa",42.73538914,-95.62389402,11235,75,3581
"Chickasaw","Iowa",43.06001295,-92.31773347,11933,37,3163
"Clarke","Iowa",41.02868181,-93.78499767,9395,43,2701
"Clay","Iowa",43.08247182,-95.15096481,16016,54,4843
"Clayton","Iowa",42.84443388,-91.34133693,17549,81,4033
"Clinton","Iowa",41.89981633,-90.53275096,46429,173,13865
"Crawford","Iowa",42.03718237,-95.3819718,16820,59,5064
"Dallas","Iowa",41.68560356,-94.04127625,93453,160,26870
"Davis","Iowa",40.74773536,-92.41005468,9000,35,1825
"Decatur","Iowa",40.73742757,-93.78645949,7870,29,1847
"Delaware","Iowa",42.47104597,-91.3664492,17011,71,4777
"Des Moines","Iowa",40.92012606,-91.18326592,38967,165,11291
"Dickinson","Iowa",43.37787725,-95.1510206,17258,78,4742
"Dubuque","Iowa",42.46815349,-90.88181925,97311,330,31008
"Emmet","Iowa",43.37782951,-94.67858943,9208,56,2698
"Fayette","Iowa",42.86271799,-91.8441231,19650,88,4959
"Floyd","Iowa",43.0600053,-92.78940097,15642,69,4184
"Franklin","Iowa",42.73270384,-93.26256925,10070,50,2960
"Fremont","Iowa",40.7454272,-95.60129045,6960,29,1641
"Greene","Iowa",42.03614551,-94.39658081,8888,28,2051
"Grundy","Iowa",42.40183723,-92.78829551,12232,50,3055
"Guthrie","Iowa",41.68378965,-94.50111014,10689,48,2773
"Hamilton","Iowa",42.38382428,-93.70197703,14773,90,3998
"Hancock","Iowa",43.08178477,-93.73454884,10630,51,3287
"Hardin","Iowa",42.38353877,-93.23654611,16846,71,5070
"Harrison","Iowa",41.68330137,-95.81558439,14049,101,3846
"Henry","Iowa",40.98767962,-91.54436349,19954,84,6516
"Howard","Iowa",43.35671042,-92.31702714,9158,37,2312
"Humboldt","Iowa",42.7764426,-94.20722537,9558,44,3073
"Ida","Iowa",42.38696136,-95.51355387,6860,51,2148
"Iowa","Iowa",41.68630265,-92.0643373,16184,54,4332
"Jackson","Iowa",42.17178824,-90.57354837,19439,75,5537
"Jasper","Iowa",41.68576082,-93.05567785,37185,124,10453
"Jefferson","Iowa",41.03192394,-91.94849466,18295,63,4424
"Johnson","Iowa",41.67169354,-91.58754744,151140,183,44987
"Jones","Iowa",42.12118609,-91.13139641,20681,84,6467
"Keokuk","Iowa",41.33649833,-92.1785067,10246,55,2479
"Kossuth","Iowa",43.20405458,-94.20691791,14813,98,4362
"Lee","Iowa",40.64181461,-91.48183025,33657,149,9232
"Linn","Iowa",42.07923082,-91.59809485,226706,668,64756
"Louisa","Iowa",41.21842119,-91.26102611,11035,68,2949
"Lucas","Iowa",41.02958964,-93.32780803,8600,34,2186
"Lyon","Iowa",43.38107862,-96.20926845,11755,55,3164
"Madison","Iowa",41.33081904,-94.01554631,16338,46,3704
"Mahaska","Iowa",41.33521503,-92.64083907,22095,95,5800
"Marion","Iowa",41.33445101,-93.09934783,33253,136,8910
"Marshall","Iowa",42.03586837,-92.9990819,39369,136,11469
"Mills","Iowa",41.03299766,-95.61920963,15109,47,4004
"Mitchell","Iowa",43.35638371,-92.78887719,10586,51,2839
"Monona","Iowa",42.05220391,-95.95743843,8615,53,2091
"Monroe","Iowa",41.02988815,-92.8690667,7707,52,2200
"Montgomery","Iowa",41.03018714,-95.15642896,9917,60,2596
"Muscatine","Iowa",41.48370744,-91.1121697,42664,139,11265
"O'Brien","Iowa",43.08310673,-95.62474482,13753,73,3887
"Osceola","Iowa",43.37824276,-95.62422844,5958,23,1575
"Out of IA","Iowa",0,0,0,0,0
"Page","Iowa",40.7393172,-95.1497813,15107,56,3845
"Palo Alto","Iowa",43.08193849,-94.67824621,8886,41,2416
"Plymouth","Iowa",42.737633,-96.21366621,25177,114,7174
"Pocahontas","Iowa",42.73420133,-94.67862564,6619,31,1942
"Polk","Iowa",41.68679484,-93.57767461,490161,1230,147524
"Pottawattamie","Iowa",41.33640314,-95.53907776,93206,354,27969
"Poweshiek","Iowa",41.68625425,-92.53155731,18504,65,4672
"Ringgold","Iowa",40.73518949,-94.24368535,4894,42,1318
"Sac","Iowa",42.38624071,-95.10547892,9721,43,2888
"Scott","Iowa",41.63935978,-90.61959493,172943,449,49015
"Shelby","Iowa",41.6850066,-95.31015553,11454,59,3178
"Sioux","Iowa",43.08221074,-96.1767568,34855,99,8987
"Story","Iowa",42.03621213,-93.46499005,97117,104,23335
"Tama","Iowa",42.07991767,-92.53266945,16854,101,4671
"Taylor","Iowa",40.73710579,-94.69778563,6121,25,1535
"Unassigned","Iowa",0,0,0,0,0
"Union","Iowa",41.0277278,-94.24234847,12241,56,3186
"Van Buren","Iowa",40.75326764,-91.95017958,7044,28,1699
"Wapello","Iowa",41.03064984,-92.40954728,34969,222,10439
"Warren","Iowa",41.33559454,-93.56007641,51466,157,14506
"Washington","Iowa",41.33577126,-91.71725711,21965,89,6822
"Wayne","Iowa",40.73969028,-93.32752197,6441,35,1520
"Webster","Iowa",42.42853483,-94.17987389,35904,186,12112
"Winnebago","Iowa",43.37751174,-93.73407298,10354,48,3466
"Winneshiek","Iowa",43.29094334,-91.84422722,19991,56,4503
"Woodbury","Iowa",42.38979414,-96.0459439,103107,357,33209
"Worth","Iowa",43.37750768,-93.26087602,7381,17,2048
"Wright","Iowa",42.73305373,-93.73515113,12562,71,4051
"Allen","Kansas",37.88582951,-95.30030847,12369,65,5127
"Anderson","Kansas",38.21413251,-95.29272815,7858,38,2585
"Atchison","Kansas",39.53185661,-95.30870026,16073,45,5063
"Barber","Kansas",37.2288586,-98.68460053,4427,13,1234
"Barton","Kansas",38.47889676,-98.75636726,25779,124,7689
"Bourbon","Kansas",37.85508555,-94.84865997,14534,64,5619
"Brown","Kansas",39.82652589,-95.56421698,9564,51,3159
"Butler","Kansas",37.78134351,-96.83878537,66911,238,22573
"Chase","Kansas",38.30292938,-96.59563862,2648,10,798
"Chautauqua","Kansas",37.14994405,-96.2454192,3250,22,1000
"Cherokee","Kansas",37.16928494,-94.8462897,19939,99,7447
"Cheyenne","Kansas",39.78580976,-101.7318201,2657,16,733
"Clark","Kansas",37.23577007,-99.81883015,1994,8,609
"Clay","Kansas",39.34948772,-97.16518128,8002,49,2452
"Cloud","Kansas",39.48028352,-97.64925343,8786,50,2672
"Coffey","Kansas",38.2365018,-95.73379515,8179,48,2833
"Comanche","Kansas",37.1911452,-99.27113247,1700,18,548
"Cowley","Kansas",37.23781842,-96.83776647,34908,176,12437
"Crawford","Kansas",37.50675523,-94.85245778,38818,148,15195
"Decatur","Kansas",39.78468441,-100.4594081,2827,22,790
"Dickinson","Kansas",38.86600962,-97.15532383,18466,107,5906
"Doniphan","Kansas",39.79067154,-95.14056866,7600,39,2850
"Douglas","Kansas",38.88503636,-95.2925121,122259,176,34368
"Edwards","Kansas",37.88735543,-99.31263309,2798,16,679
"Elk","Kansas",37.45338105,-96.24369667,2530,13,699
"Ellis","Kansas",38.91458712,-99.31751551,28553,92,8442
"Ellsworth","Kansas",38.69677695,-98.20462799,6102,34,2461
"Finney","Kansas",38.04340344,-100.7381938,36467,128,13435
"Ford","Kansas",37.69200114,-99.88825298,33619,123,12512
"Franklin","Kansas",38.56443815,-95.28644341,25544,104,8235
"Geary","Kansas",38.99871131,-96.7577178,31670,90,11418
"Gove","Kansas",38.91588178,-100.4829321,2636,24,967
"Graham","Kansas",39.34987223,-99.88332493,2482,20,757
"Grant","Kansas",37.56227336,-101.3079758,7150,40,2800
"Gray","Kansas",37.73836671,-100.4369088,5988,25,1429
"Greeley","Kansas",38.4808095,-101.8061079,1232,6,391
"Greenwood","Kansas",37.8774388,-96.23250453,5982,26,2222
"Hamilton","Kansas",37.99978709,-101.7921066,2539,6,553
"Harper","Kansas",37.19175361,-98.07578384,5436,29,1920
"Harvey","Kansas",38.04293782,-97.42747573,34429,137,11960
"Haskell","Kansas",37.5620394,-100.8710738,3968,15,1137
"Hodgeman","Kansas",38.08780079,-99.89829881,1794,13,509
"Jackson","Kansas",39.41673394,-95.79356799,13171,40,4640
"Jefferson","Kansas",39.2347941,-95.38289232,19043,71,5764
"Jewell","Kansas",39.78470589,-98.21820662,2879,17,954
"Johnson","Kansas",38.88548175,-94.82250877,602401,1377,178296
"Kearny","Kansas",38.00017981,-101.321681,3838,22,1381
"Kingman","Kansas",37.55909527,-98.13638678,7152,30,2341
"Kiowa","Kansas",37.55848695,-99.2856537,2475,8,775
"Labette","Kansas",37.19113093,-95.29849679,19618,89,7991
"Lane","Kansas",38.48119447,-100.4660754,1535,12,370
"Leavenworth","Kansas",39.20183497,-95.03620809,81758,211,24249
"Lincoln","Kansas",39.04549684,-98.20756994,2962,12,740
"Linn","Kansas",38.21267844,-94.84254089,9703,36,3490
"Logan","Kansas",38.91735806,-101.148475,2794,16,1021
"Lyon","Kansas",38.45576156,-96.15275715,33195,136,12076
"Marion","Kansas",38.35855394,-97.0985251,11884,56,4032
"Marshall","Kansas",39.78359669,-96.52278974,9707,51,2962
"McPherson","Kansas",38.39184858,-97.64769869,28542,142,9609
"Meade","Kansas",37.23859987,-100.364831,4033,27,1439
"Miami","Kansas",38.56383358,-94.83832189,34237,107,9651
"Mitchell","Kansas",39.39331582,-98.20906732,5979,26,1759
"Montgomery","Kansas",37.19236568,-95.74329258,31829,181,10986
"Morris","Kansas",38.68827511,-96.65128437,5620,33,1769
"Morton","Kansas",37.19141121,-101.7992519,2587,12,742
"Nemaha","Kansas",39.78345387,-96.01392079,10231,67,3796
"Neosho","Kansas",37.55862897,-95.30670046,16007,80,6105
"Ness","Kansas",38.47974157,-99.91547333,2750,19,907
"Norton","Kansas",39.78443827,-99.90286639,5361,39,2457
"Osage","Kansas",38.65235984,-95.72707998,15949,68,4894
"Osborne","Kansas",39.3503437,-98.76753828,3421,21,1012
"Ottawa","Kansas",39.13237408,-97.65020313,5704,24,1453
"Out of KS","Kansas",0,0,0,0,0
"Pawnee","Kansas",38.18108732,-99.23692334,6414,27,2614
"Phillips","Kansas",39.78465501,-99.34668865,5234,33,1691
"Pottawatomie","Kansas",39.37925655,-96.34564657,24383,70,7110
"Pratt","Kansas",37.64780729,-98.73922153,9164,40,2281
"Rawlins","Kansas",39.78525843,-101.0761617,2530,11,805
"Reno","Kansas",37.95230263,-98.08607292,61998,279,22806
"Republic","Kansas",39.82799632,-97.65036709,4636,22,1551
"Rice","Kansas",38.34616184,-98.19992118,9537,33,3082
"Riley","Kansas",39.28935726,-96.73420026,74232,110,16451
"Rooks","Kansas",39.35022773,-99.32484567,4920,21,1581
"Rush","Kansas",38.52275276,-99.30863983,3036,24,965
"Russell","Kansas",38.91462787,-98.76254297,6856,43,2155
"Saline","Kansas",38.78369175,-97.65185177,54224,275,17109
"Scott","Kansas",38.48222076,-100.9066539,4823,38,1577
"Sedgwick","Kansas",37.6842718,-97.4608198,516042,1709,171398
"Seward","Kansas",37.19324632,-100.8507201,21428,71,8510
"Shawnee","Kansas",39.04100763,-95.7557264,176875,740,60744
"Sheridan","Kansas",39.35018161,-100.4418259,2521,19,902
"Sherman","Kansas",39.35147699,-101.7197624,5917,23,1812
"Smith","Kansas",39.78516566,-98.78566062,3583,9,839
"Stafford","Kansas",38.03100851,-98.71762001,4156,32,1401
"Stanton","Kansas",37.56304714,-101.7843534,2006,12,530
"Stevens","Kansas",37.1923008,-101.3118967,5485,27,1923
"Sumner","Kansas",37.23682549,-97.47721621,22836,85,6649
"Thomas","Kansas",39.35107575,-101.0553705,7777,31,3022
"Trego","Kansas",38.91467218,-99.87284448,2803,15,947
"Unassigned","Kansas",0,0,0,0,0
"Wabaunsee","Kansas",38.95471985,-96.20350509,6931,24,1996
"Wallace","Kansas",38.91686134,-101.7638876,1518,8,488
"Washington","Kansas",39.78420784,-97.0875323,5406,27,1633
"Wichita","Kansas",38.48178252,-101.3471509,2119,10,598
"Wilson","Kansas",37.55937174,-95.74323255,8525,56,3456
"Woodson","Kansas",37.8865336,-95.74006277,3138,17,1036
"Wyandotte","Kansas",39.11727348,-94.76378225,165429,528,54648
"Adair","Kentucky",37.10459774,-85.28129668,19202,115,7849
"Allen","Kentucky",36.75197631,-86.19457544,21315,125,8543
"Anderson","Kentucky",38.00671029,-84.99171713,22747,79,8514
"Ballard","Kentucky",37.05842757,-88.99427697,7888,38,1751
"Barren","Kentucky",36.96469836,-85.93338945,44249,239,17377
"Bath","Kentucky",38.14735938,-83.74588932,12500,53,4665
"Bell","Kentucky",36.73355174,-83.67766671,26032,173,11175
"Boone","Kentucky",38.97065142,-84.72615357,133581,353,47400
"Bourbon","Kentucky",38.2054607,-84.21827874,19788,74,7822
"Boyd","Kentucky",38.36176608,-82.68652187,46718,212,22965
"Boyle","Kentucky",37.62680923,-84.8633779,30060,165,11447
"Bracken","Kentucky",38.69158994,-84.08532444,8303,29,2761
"Breathitt","Kentucky",37.52333168,-83.31959161,12630,72,5402
"Breckinridge","Kentucky",37.77377239,-86.42885017,20477,89,6698
"Bullitt","Kentucky",37.97162523,-85.68955617,81676,258,29211
"Butler","Kentucky",37.20946153,-86.68748787,12879,58,4769
"Caldwell","Kentucky",37.14749129,-87.86948214,12747,66,5085
"Calloway","Kentucky",36.62093411,-88.2731593,39001,105,11819
"Campbell","Kentucky",38.94384345,-84.37875208,93584,212,30220
"Carlisle","Kentucky",36.85372876,-88.9669222,4760,24,1357
"Carroll","Kentucky",38.66599534,-85.12601074,10631,55,4334
"Carter","Kentucky",38.31690743,-83.05092385,26797,123,12062
"Casey","Kentucky",37.32533118,-84.92726209,16159,84,5400
"Christian","Kentucky",36.89267803,-87.49055367,70461,235,20166
"Clark","Kentucky",37.9689263,-84.14615986,36263,83,14559
"Clay","Kentucky",37.16451126,-83.712575,19901,110,9744
"Clinton","Kentucky",36.72581156,-85.13377529,10218,58,4788
"Crittenden","Kentucky",37.35839237,-88.0882609,8806,59,2850
"Cumberland","Kentucky",36.78926125,-85.39050034,6614,35,2776
"Daviess","Kentucky",37.73028906,-87.0901948,101511,447,38888
"Edmonson","Kentucky",37.21218923,-86.23955613,12150,57,3299
"Elliott","Kentucky",38.11624059,-83.09771563,7517,22,3701
"Estill","Kentucky",37.69241417,-83.95956369,14106,58,5308
"Fayette","Kentucky",38.0368225,-84.45576892,323152,727,123211
"Fleming","Kentucky",38.36758311,-83.69657514,14581,74,4992
"Floyd","Kentucky",37.56213922,-82.74750924,35589,256,16967
"Franklin","Kentucky",38.2379395,-84.87962551,50991,192,18619
"Fulton","Kentucky",36.55238827,-89.20140068,5969,35,1483
"Gallatin","Kentucky",38.75398691,-84.8558382,8869,57,2809
"Garrard","Kentucky",37.6388668,-84.53289319,17666,93,6043
"Grant","Kentucky",38.64962758,-84.62415957,25069,74,9998
"Graves","Kentucky",36.72292505,-88.65143315,37266,205,13675
"Grayson","Kentucky",37.46231118,-86.34248968,26427,151,10071
"Green","Kentucky",37.26484328,-85.5540745,10941,51,4849
"Greenup","Kentucky",38.54332505,-82.9215658,35098,159,16837
"Hancock","Kentucky",37.83766422,-86.78280584,8722,30,3156
"Hardin","Kentucky",37.6976111,-85.96319251,110958,491,43810
"Harlan","Kentucky",36.85699301,-83.21899516,26010,234,12843
"Harrison","Kentucky",38.44188174,-84.32869741,18886,91,8537
"Hart","Kentucky",37.29943898,-85.88461055,19035,110,6908
"Henderson","Kentucky",37.79344553,-87.57392021,45210,185,17694
"Henry","Kentucky",38.44942688,-85.11587507,16126,61,6406
"Hickman","Kentucky",36.6794808,-88.97875928,4380,31,1109
"Hopkins","Kentucky",37.30939025,-87.54670406,44686,284,19791
"Jackson","Kentucky",37.41866422,-83.99825483,13329,84,5233
"Jefferson","Kentucky",38.18664655,-85.65931031,766757,2681,283708
"Jessamine","Kentucky",37.87119786,-84.58252003,54115,168,19158
"Johnson","Kentucky",37.85106355,-82.8264322,22188,138,9104
"Kenton","Kentucky",38.93950319,-84.53241199,166998,472,54205
"Knott","Kentucky",37.35388197,-82.94981134,14806,77,6088
"Knox","Kentucky",36.89225732,-83.85403396,31145,174,15023
"Larue","Kentucky",37.54567114,-85.70138352,14398,80,4832
"Laurel","Kentucky",37.10975748,-84.11321779,60813,290,27059
"Lawrence","Kentucky",38.07136018,-82.72882223,15317,80,5560
"Lee","Kentucky",37.59645942,-83.71513901,7403,59,3512
"Leslie","Kentucky",37.09246661,-83.37999606,9877,60,5226
"Letcher","Kentucky",37.12306748,-82.85346474,21553,139,9862
"Lewis","Kentucky",38.53184419,-83.37735618,13275,95,5767
"Lincoln","Kentucky",37.45475628,-84.6565327,24549,151,8936
"Livingston","Kentucky",37.21137452,-88.34797529,9194,67,3104
"Logan","Kentucky",36.85949479,-86.877635,27102,140,10360
"Lyon","Kentucky",37.02080035,-88.07886257,8210,41,3623
"Madison","Kentucky",37.71659336,-84.27220275,92987,310,35555
"Magoffin","Kentucky",37.70820545,-83.0657714,12161,62,5149
"Marion","Kentucky",37.55218078,-85.26898542,19273,92,8059
"Marshall","Kentucky",36.8800707,-88.32803576,31100,129,10265
"Martin","Kentucky",37.79990579,-82.51247478,11195,54,4235
"Mason","Kentucky",38.59471935,-83.82151043,17070,118,6323
"McCracken","Kentucky",37.05350953,-88.70445755,65418,313,23983
"McCreary","Kentucky",36.73874143,-84.48102924,17231,91,7724
"McLean","Kentucky",37.5301951,-87.26803443,9207,62,3347
"Meade","Kentucky",37.96163597,-86.21028219,28572,69,7499
"Menifee","Kentucky",37.94090733,-83.59985712,6489,36,2376
"Mercer","Kentucky",37.81474237,-84.87488475,21933,118,9476
"Metcalfe","Kentucky",36.99459295,-85.63123699,10071,77,3739
"Monroe","Kentucky",36.71225341,-85.71596443,10650,90,4508
"Montgomery","Kentucky",38.03253032,-83.9145241,28157,128,11391
"Morgan","Kentucky",37.92465657,-83.25558245,13309,36,6747
"Muhlenberg","Kentucky",37.21425819,-87.14632053,30622,135,13325
"Nelson","Kentucky",37.80335779,-85.4657193,46233,171,19282
"Nicholas","Kentucky",38.33342292,-84.01889177,7269,35,2726
"Ohio","Kentucky",37.47751843,-86.85368087,23994,123,8965
"Oldham","Kentucky",38.39791089,-85.448222,66799,164,23729
"Out of KY","Kentucky",0,0,0,0,0
"Owen","Kentucky",38.51679143,-84.82404619,10901,40,3129
"Owsley","Kentucky",37.42823949,-83.68811419,4415,34,2098
"Pendleton","Kentucky",38.69607718,-84.35599463,14590,43,4384
"Perry","Kentucky",37.25023553,-83.22922731,25758,211,16035
"Pike","Kentucky",37.47088263,-82.39487445,57876,367,25198
"Powell","Kentucky",37.83218794,-83.82553961,12359,51,6503
"Pulaski","Kentucky",37.10466131,-84.57629079,64979,329,22161
"Robertson","Kentucky",38.51923469,-84.05055616,2108,23,879
"Rockcastle","Kentucky",37.36642393,-84.31176452,16695,70,6680
"Rowan","Kentucky",38.19484205,-83.42088935,24460,79,9819
"Russell","Kentucky",36.99308373,-85.06070117,17923,100,8412
"Scott","Kentucky",38.29622293,-84.5816631,57004,124,22918
"Shelby","Kentucky",38.21476019,-85.194223,49024,186,16931
"Simpson","Kentucky",36.74058474,-86.58047435,18572,104,7547
"Spencer","Kentucky",38.03223971,-85.32749335,19351,67,7089
"Taylor","Kentucky",37.3677562,-85.3329931,25769,146,11868
"Todd","Kentucky",36.8381152,-87.17878374,12294,48,3570
"Trigg","Kentucky",36.80767017,-87.87333656,14651,50,5128
"Trimble","Kentucky",38.61056487,-85.33775972,8471,48,2761
"Unassigned","Kentucky",0,0,0,0,2504
"Union","Kentucky",37.66166713,-87.94300009,14381,63,5532
"Warren","Kentucky",36.99903045,-86.42672751,132896,428,55374
"Washington","Kentucky",37.75599461,-85.17407732,12095,71,5103
"Wayne","Kentucky",36.80310688,-84.8251971,20333,106,8354
"Webster","Kentucky",37.52168356,-87.67989953,12942,52,4920
"Whitley","Kentucky",36.75700531,-84.14541217,36264,234,17191
"Wolfe","Kentucky",37.73941626,-83.49303612,7157,31,3577
"Woodford","Kentucky",38.04178222,-84.7417556,26734,60,9530
"Acadia","Louisiana",30.2950649,-92.41419698,62045,311,18944
"Allen","Louisiana",30.65385745,-92.82442028,25627,147,9060
"Ascension","Louisiana",30.20406249,-90.9132841,126604,311,45368
"Assumption","Louisiana",29.89946234,-91.06461642,21891,73,6803
"Avoyelles","Louisiana",31.07796211,-92.00079449,40144,218,14381
"Beauregard","Louisiana",30.64836518,-93.34173616,37497,145,11209
"Bienville","Louisiana",32.34569994,-93.05398492,13241,117,5002
"Bossier","Louisiana",32.67932307,-93.60460152,127039,549,51124
"Caddo","Louisiana",32.57991587,-93.88375652,240204,1289,88694
"Calcasieu","Louisiana",30.22931235,-93.35400434,203436,746,68184
"Caldwell","Louisiana",32.0902519,-92.11752148,9918,58,4607
"Cameron","Louisiana",29.87592238,-93.19310676,6973,10,1387
"Catahoula","Louisiana",31.66778967,-91.84526385,9494,63,3141
"Claiborne","Louisiana",32.82308512,-92.99526883,15670,85,4113
"Concordia","Louisiana",31.44817835,-91.63814433,19259,91,6468
"De Soto","Louisiana",32.05457447,-93.74130302,27463,146,9787
"East Baton Rouge","Louisiana",30.53842039,-91.09777565,440059,1430,144599
"East Carroll","Louisiana",32.73926954,-91.23425694,6861,39,3349
"East Feliciana","Louisiana",30.84425359,-91.04976723,19135,179,8365
"Evangeline","Louisiana",30.72985248,-92.39915924,33395,165,10224
"Franklin","Louisiana",32.13675181,-91.67589857,20015,195,8879
"Grant","Louisiana",31.59882456,-92.56124347,22389,100,7541
"Iberia","Louisiana",29.86803617,-91.75871777,69830,274,23908
"Iberville","Louisiana",30.25734305,-91.3499598,32511,157,11668
"Jackson","Louisiana",32.30251776,-92.55692092,15744,85,5604
"Jefferson","Louisiana",29.74075478,-90.11115756,432493,1471,142493
"Jefferson Davis","Louisiana",30.26896765,-92.81210004,31368,174,8197
"LaSalle","Louisiana",31.67884782,-92.15907765,14892,72,5091
"Lafayette","Louisiana",30.2049055,-92.06959876,244390,542,79177
"Lafourche","Louisiana",29.52470226,-90.40976986,97614,411,35001
"Lincoln","Louisiana",32.6003154,-92.6659741,46742,161,15460
"Livingston","Louisiana",30.44143993,-90.73061664,140789,488,47327
"Madison","Louisiana",32.36918118,-91.23973355,10951,65,3940
"Morehouse","Louisiana",32.81686191,-91.80421614,24874,145,8513
"Natchitoches","Louisiana",31.72321584,-93.09816516,38158,188,13037
"Orleans","Louisiana",30.06971951,-89.92660315,390144,1196,114250
"Ouachita","Louisiana",32.47645559,-92.15704172,153279,866,64890
"Out of LA","Louisiana",0,0,0,0,0
"Plaquemines","Louisiana",29.42245447,-89.60322085,23197,49,7939
"Pointe Coupee","Louisiana",30.71409502,-91.60209535,21730,98,7975
"Rapides","Louisiana",31.19778499,-92.52997303,129648,612,42728
"Red River","Louisiana",32.09530039,-93.34213308,8442,59,2577
"Richland","Louisiana",32.41391005,-91.76634876,20122,107,9019
"Sabine","Louisiana",31.56388699,-93.55433981,23884,127,8030
"St. Bernard","Louisiana",29.87761636,-89.51887093,47244,120,14458
"St. Charles","Louisiana",29.90709658,-90.35555967,53100,158,17250
"St. Helena","Louisiana",30.82210324,-90.71013176,10132,27,2276
"St. James","Louisiana",30.02531716,-90.80212061,21096,80,7351
"St. John the Baptist","Louisiana",30.12597499,-90.4753503,42837,191,13287
"St. Landry","Louisiana",30.59724262,-92.00135806,82124,437,27848
"St. Martin","Louisiana",30.13112107,-91.61403569,53431,199,15850
"St. Mary","Louisiana",29.69262097,-91.44702164,49348,288,15309
"St. Tammany","Louisiana",30.40942847,-89.95642711,260419,943,91451
"Tangipahoa","Louisiana",30.62888673,-90.40664996,134758,674,45249
"Tensas","Louisiana",32.00760749,-91.32915234,4334,13,1334
"Terrebonne","Louisiana",29.37343766,-90.82626855,110461,454,38963
"Unassigned","Louisiana",0,0,0,0,1242
"Union","Louisiana",32.83121059,-92.3749373,22108,144,8802
"Vermilion","Louisiana",29.83517605,-92.30292538,59511,247,19103
"Vernon","Louisiana",31.10884837,-93.18153838,47429,202,11781
"Washington","Louisiana",30.85288548,-90.03866652,46194,276,16287
"Webster","Louisiana",32.70847669,-93.33121835,38340,203,14458
"West Baton Rouge","Louisiana",30.46058217,-91.30989571,26465,93,9676
"West Carroll","Louisiana",32.78550125,-91.461201,10830,77,4853
"West Feliciana","Louisiana",30.87882871,-91.4148538,15568,51,3364
"Winn","Louisiana",31.94449367,-92.63789413,13904,75,5565
"Androscoggin","Maine",44.1664747,-70.20380627,108277,335,28509
"Aroostook","Maine",46.65926321,-68.59841248,67055,199,18328
"Cumberland","Maine",43.8370751,-70.37226999,295003,498,66462
"Franklin","Maine",44.97330019,-70.44381045,30199,71,7323
"Hancock","Maine",44.59816444,-68.38401854,54987,119,10199
"Kennebec","Maine",44.40759555,-69.76738544,122302,309,30176
"Knox","Maine",44.11486325,-69.10529169,39772,55,8147
"Lincoln","Maine",44.05996956,-69.54227124,34634,44,6944
"Out of ME","Maine",0,0,0,0,0
"Oxford","Maine",44.49952995,-70.75682123,57975,177,14603
"Penobscot","Maine",45.40194593,-68.65020455,152148,391,37661
"Piscataquis","Maine",45.83839062,-69.2860223,16785,46,3929
"Sagadahoc","Maine",43.95415864,-69.85074999,35856,48,7034
"Somerset","Maine",45.51229767,-69.95995554,50484,123,12972
"Unassigned","Maine",0,0,0,0,1
"Waldo","Maine",44.4858305,-69.12061935,39715,80,8086
"Washington","Maine",45.01607142,-67.62813524,31379,72,5748
"York","Maine",43.47808377,-70.71052375,207641,361,52008
"Allegany","Maryland",39.62357628,-78.69280486,70416,392,21731
"Anne Arundel","Maryland",39.00670238,-76.60329337,579234,1277,119808
"Baltimore","Maryland",39.45784712,-76.62911955,827370,2826,172399
"Baltimore City","Maryland",39.30211911,-76.61151012,593490,1966,149524
"Calvert","Maryland",38.53961642,-76.56820632,92525,173,14785
"Caroline","Maryland",38.87172293,-75.82904158,33406,92,7330
"Carroll","Maryland",39.56453592,-77.02373735,168447,475,28133
"Cecil","Maryland",39.56647682,-75.94627411,102855,286,20355
"Charles","Maryland",38.51092331,-76.98580666,163257,408,38706
"Dorchester","Maryland",38.45413522,-76.02752426,31929,116,9556
"Frederick","Maryland",39.47296601,-77.39999394,259547,620,58504
"Garrett","Maryland",39.52786077,-79.27355126,29014,124,7197
"Harford","Maryland",39.55010644,-76.3077594,255441,679,50109
"Howard","Maryland",39.25305293,-76.93126208,325690,462,64177
"Kent","Maryland",39.24976208,-76.04741541,19422,79,3953
"Montgomery","Maryland",39.13676329,-77.20358245,1050688,2375,245966
"Out of MD","Maryland",0,0,0,0,0
"Prince George's","Maryland",38.83070039,-76.8496441,909327,2386,229478
"Queen Anne's","Maryland",39.06198912,-76.03530977,50381,131,8845
"Somerset","Maryland",38.1163542,-75.75118623,25616,79,6190
"St. Mary's","Maryland",38.30058422,-76.6062928,113510,251,24582
"Talbot","Maryland",38.76618159,-76.10882561,37181,115,7234
"Unassigned","Maryland",0,0,0,35,0
"Washington","Maryland",39.60835778,-77.82002295,151049,643,40989
"Wicomico","Maryland",38.37301947,-75.62705831,103609,366,24868
"Worcester","Maryland",38.21274277,-75.33200012,52276,188,10878
"Barnstable","Massachusetts",41.72980578,-70.28854339,212990,785,49617
"Berkshire","Massachusetts",42.37428441,-73.20524838,124944,480,35456
"Bristol","Massachusetts",41.79228404,-71.10872211,565217,2555,182344
"Dukes","Massachusetts",41.40674725,-70.68763497,17332,0,0
"Dukes and Nantucket","Massachusetts",41.40674725,-70.68763497,0,26,8316
